device_id,label,population,attack_subtype,scenario_tag,request_index,first_request_time,review_or_higher,blocked,first_action,first_review_or_higher_request,first_block_request,requests_scored_through_first_action,authorizations_processed_before_first_action,distinct_cards_requested_through_first_action,distinct_cards_processed_before_first_action,seconds_to_first_review,seconds_to_first_block,potentially_preventable_later_requests_upper_bound
blind_20260828_dev_0000025,0,normal,,normal_standard,2,2026-07-09 23:22:26+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000026,0,normal,,normal_standard,1,2026-07-04 17:38:43+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000027,0,normal,,normal_standard,1,2026-07-14 14:34:47+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000028,0,normal,,normal_standard,1,2026-07-17 19:16:08+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000029,0,normal,,normal_standard,1,2026-07-14 09:20:53+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000030,0,normal,,normal_standard,2,2026-07-02 09:26:57+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000031,0,normal,,normal_standard,1,2026-07-27 07:32:54+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000032,0,normal,,normal_standard,1,2026-07-14 18:58:07+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000033,0,normal,,normal_standard,1,2026-07-10 17:45:15+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000034,0,normal,,normal_standard,2,2026-07-16 06:45:44+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000035,0,normal,,normal_standard,1,2026-07-30 03:21:53+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000036,0,normal,,normal_standard,1,2026-07-01 08:48:59+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000037,0,normal,,normal_standard,1,2026-07-29 02:44:27+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000038,0,normal,,normal_standard,1,2026-07-11 01:05:34+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000039,0,normal,,normal_standard,1,2026-07-17 20:16:46+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000040,0,normal,,normal_standard,2,2026-07-07 09:51:13+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000041,0,normal,,normal_standard,2,2026-07-30 23:48:29+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000042,0,normal,,normal_standard,1,2026-07-09 08:35:18+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000043,0,normal,,normal_standard,1,2026-07-29 00:28:58+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000044,0,normal,,normal_standard,2,2026-07-29 14:33:05+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000045,0,normal,,normal_standard,1,2026-07-23 00:26:32+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000046,0,normal,,normal_standard,1,2026-07-15 18:54:48+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000047,0,normal,,normal_standard,1,2026-07-29 19:18:41+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000048,0,normal,,normal_standard,1,2026-07-18 17:38:23+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000049,0,normal,,normal_standard,1,2026-07-08 06:33:54+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000050,0,normal,,normal_standard,1,2026-07-23 19:29:49+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000051,0,normal,,normal_standard,1,2026-07-08 10:52:20+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000052,0,normal,,normal_standard,1,2026-07-19 01:02:45+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000053,0,normal,,normal_standard,1,2026-07-04 01:09:19+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000054,0,normal,,normal_standard,3,2026-07-29 07:12:56+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000055,0,normal,,normal_standard,1,2026-07-19 15:43:30+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000056,0,normal,,normal_standard,1,2026-07-29 23:39:57+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000057,0,normal,,normal_standard,1,2026-07-04 17:07:33+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000058,0,normal,,normal_standard,2,2026-07-13 23:51:52+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000059,0,normal,,normal_standard,1,2026-07-01 03:29:13+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000060,0,normal,,normal_standard,2,2026-07-21 01:45:01+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000061,0,normal,,normal_standard,3,2026-07-23 14:30:40+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000062,0,normal,,normal_standard,1,2026-07-08 03:18:20+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000063,0,normal,,normal_standard,1,2026-07-21 23:41:11+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000064,0,normal,,normal_standard,2,2026-07-29 03:55:29+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000065,0,normal,,normal_standard,1,2026-07-23 09:03:45+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000066,0,normal,,normal_standard,1,2026-07-18 04:45:23+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000067,0,normal,,normal_standard,1,2026-07-10 15:25:04+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000068,0,normal,,normal_standard,1,2026-07-24 15:26:40+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000069,0,normal,,normal_standard,1,2026-07-25 05:20:08+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000070,0,normal,,normal_standard,1,2026-07-10 00:10:24+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000071,0,normal,,normal_standard,1,2026-07-24 05:59:33+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000072,0,normal,,normal_standard,2,2026-07-17 05:19:33+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000073,0,normal,,normal_standard,1,2026-07-07 09:43:37+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000074,0,normal,,normal_standard,1,2026-07-15 08:10:32+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000075,0,normal,,normal_standard,1,2026-07-02 13:25:01+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000076,0,normal,,normal_standard,1,2026-07-07 18:45:21+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000077,0,normal,,normal_standard,1,2026-07-20 21:50:23+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000078,0,normal,,normal_standard,1,2026-07-28 14:13:38+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000079,0,normal,,normal_standard,1,2026-07-07 19:44:56+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000080,0,normal,,normal_standard,1,2026-07-15 12:47:36+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000081,0,normal,,normal_standard,2,2026-07-30 09:00:23+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000082,0,normal,,normal_standard,1,2026-07-27 09:47:28+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000083,0,normal,,normal_standard,1,2026-07-07 10:25:47+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000084,0,normal,,normal_standard,1,2026-07-19 20:58:31+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000085,0,normal,,normal_standard,2,2026-07-11 06:05:23+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000086,0,normal,,normal_standard,1,2026-07-18 12:02:57+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000087,0,normal,,normal_standard,1,2026-07-10 18:54:05+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000088,0,normal,,normal_standard,3,2026-07-30 16:37:43+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000089,0,normal,,normal_standard,1,2026-07-12 19:51:59+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000090,0,normal,,normal_standard,1,2026-07-02 12:12:47+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000091,0,normal,,normal_standard,1,2026-07-03 07:53:51+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000092,0,normal,,normal_standard,1,2026-07-06 23:23:20+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000093,0,normal,,normal_standard,1,2026-07-21 09:16:25+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000094,0,normal,,normal_standard,1,2026-07-18 15:33:13+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000095,0,normal,,normal_standard,1,2026-07-05 15:47:59+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000096,0,normal,,normal_standard,1,2026-07-08 02:34:43+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000097,0,normal,,normal_standard,1,2026-07-05 17:15:20+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000098,0,normal,,normal_standard,1,2026-07-29 00:13:58+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000099,0,normal,,normal_standard,1,2026-07-17 05:10:45+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000100,0,normal,,normal_standard,1,2026-07-26 11:33:14+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000101,0,normal,,normal_standard,1,2026-07-08 04:08:59+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000102,0,normal,,normal_standard,1,2026-07-04 01:01:44+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000103,0,normal,,normal_standard,1,2026-07-29 18:59:41+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000104,0,normal,,normal_standard,1,2026-07-23 01:18:53+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000105,0,normal,,normal_standard,1,2026-07-08 01:23:37+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000106,0,normal,,normal_standard,1,2026-07-10 20:09:37+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000107,0,normal,,normal_standard,2,2026-07-07 13:07:02+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000108,0,normal,,normal_standard,1,2026-07-23 12:53:26+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000109,0,normal,,normal_standard,1,2026-07-06 08:56:50+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000110,0,normal,,normal_standard,1,2026-07-03 12:08:18+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000111,0,normal,,normal_standard,2,2026-07-09 13:09:52+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000112,0,normal,,normal_standard,1,2026-07-16 20:58:22+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000113,0,normal,,normal_standard,3,2026-07-22 17:37:59+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000114,0,normal,,normal_standard,1,2026-07-12 06:52:54+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000115,0,normal,,normal_standard,1,2026-07-20 13:48:54+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000116,0,normal,,normal_standard,1,2026-07-02 04:33:38+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000117,0,normal,,normal_standard,1,2026-07-07 18:17:51+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000118,0,normal,,normal_standard,1,2026-07-23 15:05:42+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000119,0,normal,,normal_standard,1,2026-07-11 02:57:15+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000120,0,normal,,normal_standard,2,2026-07-02 23:33:39+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000121,0,normal,,normal_standard,2,2026-07-15 13:19:37+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000122,0,normal,,normal_standard,1,2026-07-11 10:38:46+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000123,0,normal,,normal_standard,1,2026-07-17 05:23:05+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000124,0,normal,,normal_standard,3,2026-07-21 15:41:51+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000125,0,normal,,normal_standard,1,2026-07-20 05:32:51+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000126,0,normal,,normal_standard,1,2026-07-18 00:09:44+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000127,0,normal,,normal_standard,2,2026-07-10 15:38:55+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000128,0,normal,,normal_standard,1,2026-07-20 12:44:10+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000129,0,normal,,normal_standard,1,2026-07-01 04:29:44+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000130,0,normal,,normal_standard,1,2026-07-30 18:34:50+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000131,0,normal,,normal_standard,1,2026-07-07 21:30:08+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000132,0,normal,,normal_standard,1,2026-07-06 20:50:30+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000133,0,normal,,normal_standard,1,2026-07-10 17:26:33+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000134,0,normal,,normal_standard,1,2026-07-26 01:36:41+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000135,0,normal,,normal_standard,1,2026-07-09 09:57:36+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000136,0,normal,,normal_standard,2,2026-07-12 06:24:46+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000137,0,normal,,normal_standard,3,2026-07-26 17:13:09+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000138,0,normal,,normal_standard,1,2026-07-25 02:07:56+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000139,0,normal,,normal_standard,1,2026-07-23 16:46:02+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000140,0,normal,,normal_standard,3,2026-07-15 22:49:45+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000141,0,normal,,normal_standard,1,2026-07-07 00:23:56+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000142,0,normal,,normal_standard,1,2026-07-23 17:39:42+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000143,0,normal,,normal_standard,1,2026-07-30 19:53:02+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000144,0,normal,,normal_standard,1,2026-07-01 02:28:30+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000145,0,normal,,normal_standard,1,2026-07-23 12:40:08+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000146,0,normal,,normal_standard,3,2026-07-29 20:58:13+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000147,0,normal,,normal_standard,1,2026-07-08 21:09:21+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000148,0,normal,,normal_standard,2,2026-07-23 23:34:49+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000149,0,normal,,normal_standard,1,2026-07-19 05:03:12+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000150,0,normal,,normal_standard,2,2026-07-27 05:50:57+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000151,0,normal,,normal_standard,1,2026-07-23 13:59:11+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000152,0,normal,,normal_standard,1,2026-07-11 18:11:46+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000153,0,normal,,normal_standard,1,2026-07-20 21:39:30+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000154,0,normal,,normal_standard,1,2026-07-22 01:32:32+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000155,0,normal,,normal_standard,1,2026-07-10 17:25:59+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000156,0,normal,,normal_standard,3,2026-07-07 11:07:33+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000157,0,normal,,normal_standard,1,2026-07-10 06:06:09+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000158,0,normal,,normal_standard,1,2026-07-13 10:27:47+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000159,0,normal,,normal_standard,1,2026-07-22 04:09:23+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000160,0,normal,,normal_standard,1,2026-07-30 09:48:25+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000161,0,normal,,normal_standard,1,2026-07-29 14:15:50+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000162,0,normal,,normal_standard,1,2026-07-23 01:50:50+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000163,0,normal,,normal_standard,1,2026-07-05 02:29:55+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000164,0,normal,,normal_standard,1,2026-07-24 16:02:42+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000165,0,normal,,normal_standard,1,2026-07-09 17:41:27+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000166,0,normal,,normal_standard,1,2026-07-23 09:45:23+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000167,0,normal,,normal_standard,1,2026-07-27 09:03:47+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000168,0,normal,,normal_standard,1,2026-07-20 06:26:55+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000169,0,normal,,normal_standard,1,2026-07-30 19:38:21+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000170,0,normal,,normal_standard,1,2026-07-07 23:12:39+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000171,0,normal,,normal_standard,1,2026-07-12 14:39:55+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000172,0,normal,,normal_standard,1,2026-07-29 10:05:53+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000173,0,normal,,normal_standard,1,2026-07-28 21:53:02+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000174,0,normal,,normal_standard,1,2026-07-09 19:07:42+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000175,0,normal,,normal_standard,1,2026-07-17 00:01:41+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000176,0,normal,,normal_standard,1,2026-07-02 09:59:57+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000177,0,normal,,normal_standard,1,2026-07-10 05:47:55+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000178,0,normal,,normal_standard,1,2026-07-05 03:50:45+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000179,0,normal,,normal_standard,1,2026-07-30 05:06:41+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000180,0,normal,,normal_standard,3,2026-07-30 05:26:17+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000181,0,normal,,normal_standard,1,2026-07-21 22:11:03+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000182,0,normal,,normal_standard,2,2026-07-03 15:59:02+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000183,0,normal,,normal_standard,1,2026-07-28 09:48:38+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000184,0,normal,,normal_standard,1,2026-07-24 00:00:30+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000185,0,normal,,normal_standard,1,2026-07-12 01:34:42+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000186,0,normal,,normal_standard,1,2026-07-05 14:08:20+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000187,0,normal,,normal_standard,1,2026-07-15 04:32:13+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000188,0,normal,,normal_standard,2,2026-07-24 13:57:50+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000189,0,normal,,normal_standard,1,2026-07-18 03:40:14+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000190,0,normal,,normal_standard,1,2026-07-05 19:39:20+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000191,0,normal,,normal_standard,2,2026-07-06 17:55:24+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000192,0,normal,,normal_standard,2,2026-07-10 07:27:56+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000193,0,normal,,normal_standard,1,2026-07-25 05:58:13+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000194,0,normal,,normal_standard,1,2026-07-11 23:31:33+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000195,0,normal,,normal_standard,1,2026-07-11 09:48:44+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000196,0,normal,,normal_standard,1,2026-07-06 22:44:33+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000197,0,normal,,normal_standard,1,2026-07-20 06:12:30+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000198,0,normal,,normal_standard,1,2026-07-24 16:37:56+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000199,0,normal,,normal_standard,1,2026-07-07 02:05:22+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000200,0,normal,,normal_standard,1,2026-07-13 17:39:44+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000201,0,normal,,normal_standard,1,2026-07-10 09:18:09+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000202,0,normal,,normal_standard,2,2026-07-16 17:20:50+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000203,0,normal,,normal_standard,1,2026-07-23 15:23:16+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000204,0,normal,,normal_standard,1,2026-07-24 09:26:38+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000205,0,normal,,normal_standard,1,2026-07-26 00:36:31+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000206,0,normal,,normal_standard,2,2026-07-20 04:39:54+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000207,0,normal,,normal_standard,1,2026-07-14 20:50:36+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000208,0,normal,,normal_standard,1,2026-07-28 03:44:33+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000209,0,normal,,normal_standard,3,2026-07-09 04:11:22+00:00,False,False,never,,,3,3,,,,,0
blind_20260828_dev_0000210,0,normal,,normal_standard,1,2026-07-20 22:36:55+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000211,0,normal,,normal_standard,1,2026-07-15 15:02:22+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000212,0,normal,,normal_standard,2,2026-07-02 06:36:44+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000213,0,normal,,normal_standard,1,2026-07-18 16:34:26+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000214,0,normal,,normal_standard,1,2026-07-16 09:57:05+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000215,0,normal,,normal_standard,1,2026-07-26 16:27:57+00:00,False,False,never,,,1,1,,,,,0
blind_20260828_dev_0000216,0,normal,,normal_standard,2,2026-07-29 23:23:33+00:00,False,False,never,,,2,2,,,,,0
blind_20260828_dev_0000217,0,normal,,normal_standard,1,2026-07-09 13:18:26+00:00,False,False,never,,,1,1,,,,,0
